id,customer_name,sentiment,csat_score,date,reason,customer_city,customer_state,channel,response_time,call_duration_mins,center_city,center_state,customer_state_abbrev,month,day
QBF-63044285-u-251919-z7,Pippa Jackways,Negative,5.0,2020-10-01,Payments,Saint Petersburg,Florida,Call-Center,Within SLA,28,Los Angeles,California,FL,10,1
ZKM-92801390-j-997311-Ft,Gabie O'Lunney,Negative,5.0,2020-10-01,Billing Question,Birmingham,Alabama,Call-Center,Within SLA,12,Chicago,Illinois,AL,10,1
FNM-21804724-1-954545-qU,Merrilee Congram,Positive,8.0,2020-10-01,Service Outage,Augusta,Georgia,Chatbot,Within SLA,43,Los Angeles,California,GA,10,1
TJE-77628056-s-104292-Ar,Hieronymus Braznell,Very Positive,9.0,2020-10-01,Billing Question,Columbus,Ohio,Call-Center,Within SLA,26,Los Angeles,California,OH,10,1
NWD-61078788-6-742023-Yf,Guido Murthwaite,Negative,5.0,2020-10-01,Payments,New York City,New York,Call-Center,Within SLA,10,Los Angeles,California,NY,10,1
FCZ-36289989-8-662630-UC,Ethel Duckfield,Very Negative,3.0,2020-10-01,Payments,Miami,Florida,Call-Center,Within SLA,37,Los Angeles,California,FL,10,1
LBM-42463895-q-494313-2V,Talia Markham,Negative,5.0,2020-10-01,Billing Question,Brooksville,Florida,Email,Within SLA,41,Los Angeles,California,FL,10,1
LMF-39349764-c-843564-1K,Kort Pandie,Negative,5.0,2020-10-01,Billing Question,Cleveland,Ohio,Email,Within SLA,6,Baltimore,Maryland,OH,10,1
CGN-98424275-n-565797-bE,Randolph Alliott,Very Negative,2.0,2020-10-01,Billing Question,Asheville,North Carolina,Email,Above SLA,12,Baltimore,Maryland,NC,10,1
OSR-83208363-8-169737-EG,Courtnay Garoghan,Neutral,6.0,2020-10-01,Billing Question,Lincoln,Nebraska,Chatbot,Within SLA,14,Los Angeles,California,NE,10,1
YRU-48319554-f-098907-11,Ingaberg Lammiman,Negative,5.0,2020-10-01,Service Outage,Saint Louis,Missouri,Web,Within SLA,38,Denver,Colorado,MO,10,1
IKF-18422402-2-651917-SD,Dalt Jacobovitz,Neutral,6.0,2020-10-01,Billing Question,Cincinnati,Ohio,Web,Within SLA,16,Los Angeles,California,OH,10,1
GNE-03728652-i-012632-da,Elvin Narrie,Negative,3.0,2020-10-01,Billing Question,Minneapolis,Minnesota,Email,Within SLA,27,Los Angeles,California,MN,10,1
QJE-46525284-2-308294-YM,Maria Red,Negative,5.0,2020-10-01,Payments,San Bernardino,California,Call-Center,Within SLA,32,Baltimore,Maryland,CA,10,1
DCA-00943388-O-659822-Wm,Kevin Lamswood,Very Positive,10.0,2020-10-01,Billing Question,Mobile,Alabama,Call-Center,Within SLA,19,Baltimore,Maryland,AL,10,1
QOI-29246334-d-717553-XI,Harrie Iozefovich,Neutral,6.0,2020-10-01,Billing Question,Anchorage,Alaska,Call-Center,Below SLA,43,Baltimore,Maryland,AK,10,1
JYY-97867851-n-536028-o6,Albert Cowlard,Negative,5.0,2020-10-01,Service Outage,Decatur,Georgia,Email,Above SLA,40,Los Angeles,California,GA,10,1
KAQ-00613982-I-582994-t7,Davon Burkart,Neutral,6.0,2020-10-01,Billing Question,Roanoke,Virginia,Email,Above SLA,21,Chicago,Illinois,VA,10,1
MIL-46378785-r-856065-P4,Alejandro Undrill,Very Positive,9.0,2020-10-01,Service Outage,Clearwater,Florida,Chatbot,Within SLA,5,Baltimore,Maryland,FL,10,1
TNP-44547763-Q-534419-Yj,Rosalinde Castenda,Neutral,6.0,2020-10-01,Billing Question,Flushing,New York,Call-Center,Above SLA,25,Denver,Colorado,NY,10,1
SSA-37378520-1-387989-Gz,Eleonore Gornal,Neutral,6.0,2020-10-01,Billing Question,Springfield,Virginia,Call-Center,Within SLA,8,Baltimore,Maryland,VA,10,1
IQP-21830322-Z-364989-Jv,Livia Somerville,Neutral,7.0,2020-10-01,Service Outage,Phoenix,Arizona,Chatbot,Within SLA,23,Baltimore,Maryland,AZ,10,1
SJW-35248182-d-250567-Wr,Mayer Skeldinge,Positive,8.0,2020-10-01,Billing Question,Ann Arbor,Michigan,Email,Within SLA,26,Chicago,Illinois,MI,10,1
FLO-12661747-h-572567-DY,Florri Bevington,Negative,6.0,2020-10-01,Payments,Dayton,Ohio,Call-Center,Above SLA,13,Los Angeles,California,OH,10,1
MJA-46680692-k-817961-4p,Margeaux Geare,Neutral,5.0,2020-10-01,Service Outage,Newark,New Jersey,Email,Within SLA,29,Baltimore,Maryland,NJ,10,1
YOM-79310652-g-777775-xd,Esme Scholtis,Neutral,6.0,2020-10-01,Payments,Oklahoma City,Oklahoma,Call-Center,Within SLA,34,Los Angeles,California,OK,10,1
IZG-11220902-P-752985-JR,Letisha Timberlake,Very Negative,2.0,2020-10-01,Service Outage,North Little Rock,Arkansas,Email,Above SLA,22,Los Angeles,California,AR,10,1
FZP-23434179-n-385689-mf,Nanine Silverwood,Very Positive,9.0,2020-10-01,Billing Question,Seattle,Washington,Email,Below SLA,18,Los Angeles,California,WA,10,1
TPC-71815742-e-743616-vU,Dorette Duckers,Very Negative,2.0,2020-10-01,Billing Question,Charleston,West Virginia,Call-Center,Below SLA,16,Chicago,Illinois,WV,10,1
GHT-07941268-L-956770-fb,Shir MacLardie,Neutral,6.0,2020-10-01,Billing Question,Glendale,California,Chatbot,Within SLA,19,Los Angeles,California,CA,10,1
PYT-86428163-e-825099-MY,Menard Aldersley,Very Negative,2.0,2020-10-01,Service Outage,Anchorage,Alaska,Email,Within SLA,9,Baltimore,Maryland,AK,10,1
SZZ-78767802-l-915620-Xi,Piotr Ferns,Negative,5.0,2020-10-01,Service Outage,Salt Lake City,Utah,Email,Within SLA,5,Los Angeles,California,UT,10,1
FUW-56356082-L-234738-Yk,Claudian Verson,Negative,5.0,2020-10-01,Billing Question,Corpus Christi,Texas,Email,Above SLA,43,Los Angeles,California,TX,10,1
HKY-82613141-M-535489-8T,Cynthia Ephgrave,Neutral,6.0,2020-10-01,Billing Question,Akron,Ohio,Call-Center,Above SLA,39,Baltimore,Maryland,OH,10,1
ZMI-64703784-e-878708-C9,Kippie Syrie,Negative,5.0,2020-10-01,Service Outage,Fayetteville,North Carolina,Email,Within SLA,32,Los Angeles,California,NC,10,1
UWZ-11525181-m-828861-yy,Alleen Reyson,Negative,5.0,2020-10-01,Billing Question,Louisville,Kentucky,Call-Center,Within SLA,35,Baltimore,Maryland,KY,10,1
PXE-60856049-h-705135-al,Toby Paling,Neutral,6.0,2020-10-01,Billing Question,Chicago,Illinois,Call-Center,Within SLA,26,Chicago,Illinois,IL,10,1
GYW-96061025-u-928075-21,Netti Robbie,Very Negative,1.0,2020-10-01,Billing Question,Rochester,New York,Chatbot,Above SLA,7,Los Angeles,California,NY,10,1
IZW-42332512-g-241218-Ug,Tedi Bradfield,Very Negative,2.0,2020-10-01,Payments,Decatur,Georgia,Call-Center,Within SLA,18,Los Angeles,California,GA,10,1
NJQ-25548638-9-382316-7f,Leyla Downham,Negative,5.0,2020-10-01,Billing Question,Fresno,California,Call-Center,Above SLA,39,Los Angeles,California,CA,10,1
OYQ-27402563-s-165244-gx,Basil Dickins,Very Negative,4.0,2020-10-01,Billing Question,Honolulu,Hawaii,Web,Within SLA,11,Los Angeles,California,HI,10,1
ZON-12637327-W-679037-wP,Salmon MacGillivray,Neutral,6.0,2020-10-01,Billing Question,Tacoma,Washington,Call-Center,Within SLA,12,Baltimore,Maryland,WA,10,1
XRX-54003323-p-072109-iC,Aime Freeland,Negative,3.0,2020-10-01,Service Outage,Washington,District of Columbia,Web,Within SLA,44,Chicago,Illinois,,10,1
BBS-20268358-L-677965-jh,Karel Atwool,Positive,8.0,2020-10-01,Billing Question,Dayton,Ohio,Email,Within SLA,8,Chicago,Illinois,OH,10,1
CWL-69459904-E-250429-g9,Violet Lago,Negative,5.0,2020-10-01,Billing Question,Ocala,Florida,Chatbot,Within SLA,17,Chicago,Illinois,FL,10,1
FYC-33905047-z-343493-yT,Obie Munks,Neutral,6.0,2020-10-01,Payments,Provo,Utah,Call-Center,Below SLA,12,Denver,Colorado,UT,10,1
TMS-96300474-9-319247-8j,Constanta Lesurf,Positive,8.0,2020-10-01,Payments,Saint Augustine,Florida,Call-Center,Within SLA,27,Chicago,Illinois,FL,10,1
HPY-19844996-9-406360-2N,Alexandr Sanpere,Very Negative,2.0,2020-10-01,Billing Question,San Diego,California,Chatbot,Within SLA,26,Los Angeles,California,CA,10,1
HWK-37622431-t-661123-LN,Robby Gooble,Neutral,7.0,2020-10-01,Billing Question,San Diego,California,Email,Below SLA,23,Los Angeles,California,CA,10,1
ATR-50488428-o-030607-ES,Alva Whatmough,Very Negative,2.0,2020-10-01,Billing Question,Orlando,Florida,Email,Above SLA,32,Los Angeles,California,FL,10,1
BRT-41198423-T-296430-6u,Joelly Mazzeo,Neutral,6.0,2020-10-01,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,37,Baltimore,Maryland,,10,1
VKQ-54460755-T-299820-5t,Pedro Mushet,Negative,5.0,2020-10-01,Payments,Honolulu,Hawaii,Call-Center,Below SLA,27,Los Angeles,California,HI,10,1
LPX-74518517-U-074266-cU,Janeta Bazek,Negative,5.0,2020-10-01,Billing Question,Peoria,Illinois,Call-Center,Within SLA,9,Denver,Colorado,IL,10,1
FLS-82913945-a-278451-VK,Catlin Kearley,Negative,5.0,2020-10-01,Billing Question,Washington,District of Columbia,Email,Within SLA,37,Los Angeles,California,,10,1
QVT-95410692-L-938363-vm,Maxine Antalffy,Very Positive,9.0,2020-10-01,Billing Question,Minneapolis,Minnesota,Call-Center,Below SLA,18,Los Angeles,California,MN,10,1
LTI-12921926-Q-562661-1F,Martynne Terlinden,Positive,8.0,2020-10-01,Service Outage,Seattle,Washington,Chatbot,Above SLA,37,Denver,Colorado,WA,10,1
TCX-44380738-h-998335-dX,Sax Clougher,Very Negative,2.0,2020-10-01,Billing Question,Oklahoma City,Oklahoma,Web,Within SLA,38,Los Angeles,California,OK,10,1
JHW-78365100-M-508666-BJ,Cobb Few,Positive,8.0,2020-10-01,Payments,New York City,New York,Call-Center,Within SLA,30,Chicago,Illinois,NY,10,1
KDO-68902060-5-674742-dJ,Jerrie Marcone,Neutral,6.0,2020-10-01,Billing Question,Virginia Beach,Virginia,Call-Center,Below SLA,36,Baltimore,Maryland,VA,10,1
QCH-83950486-F-794862-Wn,Sephira Philippart,Negative,3.0,2020-10-01,Billing Question,Madison,Wisconsin,Web,Within SLA,31,Los Angeles,California,WI,10,1
GER-38989991-v-312895-Ec,Kristos Berrecloth,Negative,5.0,2020-10-01,Billing Question,Chicago,Illinois,Email,Within SLA,42,Los Angeles,California,IL,10,1
IGP-38735788-G-237735-sy,Binny Keemar,Neutral,6.0,2020-10-01,Billing Question,Amarillo,Texas,Chatbot,Within SLA,31,Baltimore,Maryland,TX,10,1
XER-04028248-r-518257-jM,Myra Danbury,Negative,6.0,2020-10-01,Billing Question,El Paso,Texas,Chatbot,Within SLA,23,Baltimore,Maryland,TX,10,1
LTJ-04658780-p-017777-2s,Aile Quick,Neutral,6.0,2020-10-01,Billing Question,Asheville,North Carolina,Web,Above SLA,30,Baltimore,Maryland,NC,10,1
IVM-39302069-K-183913-St,Staci Wreford,Negative,5.0,2020-10-01,Service Outage,Miami,Florida,Web,Within SLA,37,Los Angeles,California,FL,10,1
ENW-25215686-e-283001-AX,Babbette Vardy,Neutral,8.0,2020-10-01,Billing Question,Albany,New York,Web,Below SLA,22,Los Angeles,California,NY,10,1
FKW-52824414-T-951944-Iq,Cassy Coole,Negative,6.0,2020-10-01,Billing Question,Daytona Beach,Florida,Chatbot,Below SLA,19,Baltimore,Maryland,FL,10,1
IDK-11561742-i-634655-VB,Jule Gianettini,Very Positive,10.0,2020-10-01,Payments,Stamford,Connecticut,Call-Center,Within SLA,43,Los Angeles,California,CT,10,1
HWY-88981407-g-736845-JN,Ted Cartledge,Negative,5.0,2020-10-01,Billing Question,Colorado Springs,Colorado,Chatbot,Within SLA,23,Baltimore,Maryland,CO,10,1
JSV-86066174-G-440244-H4,Julie Mustill,Very Negative,3.0,2020-10-01,Billing Question,Naples,Florida,Email,Within SLA,31,Denver,Colorado,FL,10,1
CIN-16354962-Y-656302-FV,Therine Peery,Negative,5.0,2020-10-01,Billing Question,Oklahoma City,Oklahoma,Call-Center,Below SLA,39,Los Angeles,California,OK,10,1
TZG-39110623-u-715213-I4,Sherlock Kerford,Positive,8.0,2020-10-01,Billing Question,Visalia,California,Call-Center,Below SLA,35,Baltimore,Maryland,CA,10,1
GDZ-99574088-c-463564-gw,Georgie Eddison,Negative,5.0,2020-10-01,Billing Question,New York City,New York,Web,Within SLA,41,Baltimore,Maryland,NY,10,1
OVG-57417887-M-426949-ac,Nannette Otham,Neutral,6.0,2020-10-01,Service Outage,Norman,Oklahoma,Chatbot,Within SLA,41,Los Angeles,California,OK,10,1
VNO-56746301-5-090156-p1,Lucio Bartoli,Neutral,6.0,2020-10-01,Billing Question,Appleton,Wisconsin,Email,Within SLA,42,Chicago,Illinois,WI,10,1
RHT-72294604-N-309252-4o,Huey Oliff,Neutral,6.0,2020-10-01,Billing Question,Wilkes Barre,Pennsylvania,Email,Below SLA,40,Los Angeles,California,PA,10,1
QIT-29769289-r-148768-1p,Orv Januszewicz,Very Positive,9.0,2020-10-01,Billing Question,Nashville,Tennessee,Call-Center,Within SLA,43,Los Angeles,California,TN,10,1
TNP-46950629-z-335084-7a,Dallas Caban,Negative,5.0,2020-10-01,Billing Question,Miami,Florida,Email,Within SLA,39,Los Angeles,California,FL,10,1
UXH-37834808-w-700525-Rd,Zia Linkin,Negative,5.0,2020-10-01,Payments,Minneapolis,Minnesota,Call-Center,Below SLA,28,Los Angeles,California,MN,10,1
CZT-97870336-7-173118-7u,Simone Lillecrap,Negative,3.0,2020-10-01,Billing Question,Orlando,Florida,Web,Below SLA,40,Baltimore,Maryland,FL,10,1
KOE-96986745-q-755035-3m,Sansone Laurens,Neutral,6.0,2020-10-01,Billing Question,New Orleans,Louisiana,Web,Within SLA,11,Baltimore,Maryland,LA,10,1
WTT-79431299-x-215068-ht,Hershel Cosyns,Negative,5.0,2020-10-01,Billing Question,Boston,Massachusetts,Web,Within SLA,21,Los Angeles,California,MA,10,1
RLY-76097909-F-559161-7J,Claresta Gurden,Very Negative,2.0,2020-10-01,Billing Question,Escondido,California,Email,Within SLA,30,Los Angeles,California,CA,10,1
XAP-99313430-D-856038-aW,Sarina Cordero,Positive,8.0,2020-10-01,Service Outage,Atlanta,Georgia,Chatbot,Within SLA,7,Los Angeles,California,GA,10,1
VNS-53817436-F-279373-jA,Boniface Ritmeier,Negative,5.0,2020-10-01,Billing Question,Sandy,Utah,Web,Within SLA,15,Los Angeles,California,UT,10,1
KAG-72941617-F-880942-D1,Baird Bluschke,Very Negative,2.0,2020-10-01,Billing Question,New Haven,Connecticut,Web,Above SLA,31,Baltimore,Maryland,CT,10,1
ZKQ-80014282-u-679194-Sn,Melva Goward,Positive,8.0,2020-10-01,Billing Question,Palatine,Illinois,Chatbot,Within SLA,5,Chicago,Illinois,IL,10,1
KIP-67381153-x-099358-yn,Halli Joiner,Very Negative,4.0,2020-10-01,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,8,Los Angeles,California,,10,1
ICT-37097360-9-784182-wU,Tadeo Hengoed,Negative,5.0,2020-10-01,Billing Question,Louisville,Kentucky,Web,Within SLA,10,Chicago,Illinois,KY,10,1
XFS-39381481-F-154919-SZ,Cornie Schild,Negative,5.0,2020-10-01,Billing Question,Racine,Wisconsin,Email,Within SLA,6,Chicago,Illinois,WI,10,1
KPJ-74927862-L-286239-WE,Nickie Laphorn,Very Negative,2.0,2020-10-01,Billing Question,Fort Wayne,Indiana,Email,Within SLA,44,Denver,Colorado,IN,10,1
BIH-45702987-A-789752-GL,Nikolia Macieiczyk,Neutral,6.0,2020-10-01,Billing Question,Shawnee Mission,Kansas,Email,Within SLA,32,Los Angeles,California,KS,10,1
AWT-05547195-q-951813-QC,Lynna Merfin,Neutral,6.0,2020-10-01,Billing Question,Oklahoma City,Oklahoma,Chatbot,Within SLA,11,Denver,Colorado,OK,10,1
XSE-61953856-E-095027-ct,Nye Fullalove,Neutral,5.0,2020-10-01,Billing Question,Oakland,California,Chatbot,Above SLA,36,Los Angeles,California,CA,10,1
QSH-57937861-D-959421-Vq,Kasey Cauldfield,Negative,5.0,2020-10-01,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,38,Chicago,Illinois,,10,1
LKB-61925576-d-771083-Ca,Terrence Cockings,Neutral,6.0,2020-10-01,Billing Question,Saint Petersburg,Florida,Email,Below SLA,9,Los Angeles,California,FL,10,1
YOT-53122632-R-315703-go,Hazel Bruffell,Negative,5.0,2020-10-01,Payments,Tulsa,Oklahoma,Call-Center,Within SLA,16,Los Angeles,California,OK,10,1
KKZ-68611590-Q-079747-7K,Odelia Foch,Neutral,6.0,2020-10-01,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,45,Los Angeles,California,,10,1
DZW-51896839-b-356447-IF,Kristien Clynter,Very Negative,2.0,2020-10-01,Payments,Ashburn,Virginia,Call-Center,Within SLA,42,Baltimore,Maryland,VA,10,1
ATH-11276515-s-047129-PX,Janis Matthew,Neutral,6.0,2020-10-01,Service Outage,Mesa,Arizona,Email,Within SLA,13,Los Angeles,California,AZ,10,1
GQH-90592873-o-202853-3j,Phebe Alenov,Negative,6.0,2020-10-01,Billing Question,Arlington,Virginia,Email,Within SLA,38,Los Angeles,California,VA,10,1
GTB-09141692-M-492463-MF,Ardath Buist,Very Negative,2.0,2020-10-01,Billing Question,Las Vegas,Nevada,Call-Center,Within SLA,38,Baltimore,Maryland,NV,10,1
HXO-74736053-x-758654-M6,Michel Cordrey,Very Negative,1.0,2020-10-01,Billing Question,Schenectady,New York,Chatbot,Within SLA,42,Los Angeles,California,NY,10,1
DSJ-59484646-7-975724-ub,Siana Gleeson,Negative,5.0,2020-10-01,Billing Question,Houston,Texas,Call-Center,Within SLA,21,Los Angeles,California,TX,10,1
SND-97443038-k-594939-c7,Oralle Bidewell,Very Positive,9.0,2020-10-01,Billing Question,Delray Beach,Florida,Call-Center,Within SLA,24,Los Angeles,California,FL,10,1
MCW-25688754-N-497393-81,Celisse Woodford,Very Negative,2.0,2020-10-01,Billing Question,Las Vegas,Nevada,Email,Within SLA,20,Chicago,Illinois,NV,10,1
ESH-60954156-t-839786-bw,Catlaina Blaik,Neutral,6.0,2020-10-01,Billing Question,Abilene,Texas,Chatbot,Within SLA,24,Denver,Colorado,TX,10,1
UPE-65396501-p-160797-S8,Joline Tustin,Positive,8.0,2020-10-01,Service Outage,Irvine,California,Web,Within SLA,22,Los Angeles,California,CA,10,1
UYP-91388877-o-501162-qD,Farrell Spinas,Very Positive,9.0,2020-10-01,Payments,Pittsburgh,Pennsylvania,Call-Center,Within SLA,16,Baltimore,Maryland,PA,10,1
BMM-33755783-e-162280-fR,Clary Minghella,Neutral,6.0,2020-10-01,Payments,Washington,District of Columbia,Call-Center,Within SLA,12,Baltimore,Maryland,,10,1
QZK-87128732-E-219318-CQ,Cookie Lezemore,Neutral,6.0,2020-10-01,Billing Question,Austin,Texas,Email,Below SLA,23,Chicago,Illinois,TX,10,1
RUX-49793601-P-169033-nG,Caroljean Spooner,Negative,4.0,2020-10-01,Billing Question,Columbia,South Carolina,Email,Within SLA,17,Los Angeles,California,SC,10,1
LJI-83525755-U-527172-d9,Bryant Harris,Negative,5.0,2020-10-01,Billing Question,Birmingham,Alabama,Email,Within SLA,11,Los Angeles,California,AL,10,1
QUH-38352279-m-436338-Gx,Stacee Pancoust,Neutral,6.0,2020-10-01,Billing Question,Mobile,Alabama,Email,Below SLA,30,Chicago,Illinois,AL,10,1
JFB-23109422-R-747863-jq,Joleen Willcott,Negative,5.0,2020-10-01,Payments,Hampton,Virginia,Call-Center,Within SLA,31,Denver,Colorado,VA,10,1
VSI-12619502-w-460477-rW,Griffin Lowin,Positive,7.0,2020-10-01,Billing Question,Oklahoma City,Oklahoma,Call-Center,Below SLA,13,Denver,Colorado,OK,10,1
SHI-11933603-t-331643-m4,Cass Lelievre,Very Positive,9.0,2020-10-01,Billing Question,Southfield,Michigan,Chatbot,Within SLA,18,Los Angeles,California,MI,10,1
YYZ-60231787-u-444633-7a,Julia Sergeant,Negative,5.0,2020-10-01,Service Outage,Santa Clara,California,Email,Below SLA,30,Los Angeles,California,CA,10,1
DPS-01944863-p-384243-G5,Kellen Kitman,Negative,5.0,2020-10-01,Billing Question,Omaha,Nebraska,Web,Within SLA,12,Los Angeles,California,NE,10,1
FTB-70541993-8-137861-QQ,Demott Reside,Negative,5.0,2020-10-01,Billing Question,Houston,Texas,Call-Center,Within SLA,38,Los Angeles,California,TX,10,1
KAZ-27477829-F-185314-32,Lind Phelipeaux,Neutral,6.0,2020-10-01,Service Outage,San Diego,California,Web,Within SLA,40,Los Angeles,California,CA,10,1
OZV-64015201-A-912759-ZZ,Brandy Crimpe,Negative,5.0,2020-10-01,Billing Question,Sacramento,California,Email,Within SLA,40,Los Angeles,California,CA,10,1
VAL-17560629-n-156356-1E,Kylie Cossor,Negative,6.0,2020-10-01,Service Outage,Aurora,Colorado,Chatbot,Below SLA,35,Los Angeles,California,CO,10,1
SKV-72287335-a-605141-aN,Imogene Schiell,Negative,4.0,2020-10-01,Billing Question,Modesto,California,Email,Within SLA,12,Baltimore,Maryland,CA,10,1
CIT-26999003-2-203338-D8,Reade Scown,Negative,3.0,2020-10-01,Service Outage,Omaha,Nebraska,Web,Within SLA,31,Los Angeles,California,NE,10,1
JPI-24513976-Z-977312-y1,Lilas Wilmott,Very Negative,2.0,2020-10-01,Payments,White Plains,New York,Call-Center,Within SLA,26,Los Angeles,California,NY,10,1
WMB-45105045-N-617700-25,Daphene Sollowaye,Very Negative,2.0,2020-10-01,Billing Question,Waterbury,Connecticut,Chatbot,Below SLA,35,Baltimore,Maryland,CT,10,1
LTP-40845238-d-113603-7z,Rea Burgen,Positive,8.0,2020-10-01,Service Outage,Fort Worth,Texas,Web,Within SLA,44,Denver,Colorado,TX,10,1
YID-96520062-x-220775-mT,Paddy Dole,Neutral,6.0,2020-10-01,Billing Question,Youngstown,Ohio,Chatbot,Below SLA,42,Chicago,Illinois,OH,10,1
JDM-64438715-x-085159-Wa,Domeniga Bewicke,Neutral,6.0,2020-10-01,Billing Question,Peoria,Illinois,Chatbot,Below SLA,33,Los Angeles,California,IL,10,1
TQD-06346036-n-617439-W3,Cornelia Broadbent,Neutral,6.0,2020-10-01,Billing Question,Hampton,Virginia,Email,Within SLA,40,Chicago,Illinois,VA,10,1
YXM-71051673-3-687712-lh,Matias Inge,Neutral,6.0,2020-10-01,Billing Question,Greenville,South Carolina,Chatbot,Above SLA,11,Baltimore,Maryland,SC,10,1
CVF-67943636-T-686603-6a,Sybyl Wither,Negative,6.0,2020-10-01,Billing Question,Milwaukee,Wisconsin,Email,Within SLA,43,Baltimore,Maryland,WI,10,1
UTG-45041707-m-504168-so,Gillie Ashard,Very Negative,2.0,2020-10-01,Billing Question,Birmingham,Alabama,Chatbot,Within SLA,34,Baltimore,Maryland,AL,10,1
ZIB-58910108-C-824072-G3,Jody Grevatt,Negative,3.0,2020-10-01,Billing Question,San Luis Obispo,California,Chatbot,Above SLA,27,Baltimore,Maryland,CA,10,1
XGU-35457200-X-770612-wb,Trumann Langston,Very Negative,1.0,2020-10-01,Service Outage,Orlando,Florida,Email,Within SLA,24,Los Angeles,California,FL,10,1
MRN-16031709-t-045484-VD,Eben Racine,Negative,5.0,2020-10-01,Billing Question,Columbia,South Carolina,Chatbot,Within SLA,41,Baltimore,Maryland,SC,10,1
YCU-89571769-Q-277955-Ly,Ezechiel Deetlof,Negative,5.0,2020-10-01,Service Outage,Phoenix,Arizona,Chatbot,Below SLA,42,Los Angeles,California,AZ,10,1
BJX-46785692-n-105465-BL,Howie Clewett,Neutral,5.0,2020-10-01,Billing Question,Pensacola,Florida,Email,Below SLA,23,Chicago,Illinois,FL,10,1
SOB-05291317-y-333467-e9,Odelinda Holley,Negative,6.0,2020-10-01,Payments,El Paso,Texas,Call-Center,Above SLA,10,Baltimore,Maryland,TX,10,1
GNJ-31823787-0-376972-e0,Nessi Goforth,Neutral,7.0,2020-10-01,Service Outage,Mobile,Alabama,Chatbot,Below SLA,10,Baltimore,Maryland,AL,10,1
GUZ-06602948-n-965152-a2,Bendicty Duding,Negative,5.0,2020-10-01,Payments,Scottsdale,Arizona,Call-Center,Below SLA,6,Los Angeles,California,AZ,10,1
